"","Work RID","Image RID","ImageDirectory-ID","vol.","NLM Catalog #","Cover type","Title in Tibetan","Title","Author","Number of Pages (Vol)","Print Type","Source printery","Size of printed area","Page Dimensions","Condition of the Text","Readability of the Text","Name of Cataloger","Date of Cataloged","Name of Digitizer","Volume Number","No, of pages scanned (number of images)","Date scanning completed","Station number","Notes on missing pages","Home Office Liason","Archive Status","Yellow-BDRC Librarian, Orange-Cataloguer, Blue-Digitizer"
"616","W1NLM615","I1NLM615","W1NLM615-I1NLM615","1","M0058528","n/a","སྔགས་ཀྱི་སྨོན་ལམ་གྲུབ་པའི་བདེན་ཚིགས་སོགས།","sngags kyi smon lam grub pa'i bden tshigs sogs/","bstan dar/","3 ff., 5 ff., 18 ff., 13 ff., 7 ff., 18 ff., 8 ff., 5 ff., 7 ff. end folio missing","Block Print",NA,"17x6","21.5x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","W1NLM616","I1NLM616","W1NLM616-I1NLM616","1","M0058529","n/a","སྟོན་པ་ཐུབ་པའི་དབང་པོའི་སྒོ་ནས་བྱད་ཁ་རྦོད་གཏོང་བཟློག་པའི་གཏོར་མའི་མན་ངག་བཀའ་རྒྱ་མ་སོགས།","ston pa thub pa'i dbang po'i sgo nas byad kha rbod gtong bzlog pa'i gtor ma'i man ngag bka' rgya ma sogs/","pad+ma 'byung gnas/","6 ff., 7 ff., 1 ff., 4 ff., 1 ff., 15 ff., 2 ff., 2 ff., 2 ff., 10 ff., 4 ff., 3 ff., 2 ff., 3 ff., 1 ff., 3 ff., 1 ff., 4 ff., 6 ff., 2 ff., 2 ff., 5 ff., 3 ff., 6 ff.","dbu med manuscript",NA,"17x6.5","22x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","W1NLM617","I1NLM617","W1NLM617-I1NLM617","1","M0058530","n/a","རྗེ་བཙུན་མ་སྒྲོལ་མའི་སྒོ་ནས་རྩོད་དང་རྨི་ལམ་ངན་པ་དང་བྱད་ངང་གཟའི་གནོད་པ་བཙོན་རར་ཆུད་པ་ལས་འདོན་བའི་མན་ངག་འཇིགས་སྒྲོལ་གྱི་དཔའ་བོ་སོགས།","rje btsun ma sgrol ma'i sgo nas rtsod dang rmi lam ngan pa dang byad ngang gza'i gnod pa btson rar chud pa las 'don ba'i man ngag 'jigs sgrol gyi dpa' bo sogs/","dharma badzra/","33 ff., 4 ff., 7 ff., 2 ff., 3 ff., 3 ff., 3 ff., 8 ff.","dbu med manuscript",NA,"18x6","22.5x8.5",NA,NA,"Zulaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","W1NLM618","I1NLM618","W1NLM618-I1NLM618","1","M0058531","n/a","འབྱུང་བཞི་གཏོར་མའི་གདམས་པ་ཉམས་སུ་ལེན་ཚུལ་གསལ་བར་བཀོད་པ་ནམ་མཁའི་རྔ་ཆེན་སོགས།","byung bzhi gtor ma'i gdams pa nyams su len tshul gsal bar bkod pa nam mkha'i rnga chen sogs/","dngul chu bla ma chos bzang/","41 ff., 16 ff., 4 ff., 15 ff., 9 ff., 24 ff., 20 ff., 5 ff., 31 ff., 32 ff.","Block Print",NA,"20x6","24x8",NA,NA,"tsagaanaa","01/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","W1NLM619","I1NLM619","W1NLM619-I1NLM619","1","M0058532","n/a","ལན་ཆགས་གཏོར་མ་གཏོར་ཚུལ་ལ་སོགས།","lan chags gtor ma gtor tshul la sogs/","blo bzang ming can/","3 ff., 20 ff., 4 ff., 3 ff., 6 ff., 3 ff., 5 ff., 3 ff., 4 ff., 20 ff., 5 ff., 8 ff., 7 ff., 4-10 ff., 4 ff., 9 ff., 3 ff., 9 ff., 5 ff., 10 ff.","dbu med manuscript",NA,"17.5x7","22x8.5",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","W1NLM620","I1NLM620","W1NLM620-I1NLM620","1","M0058533","wooden cover","འཕགས་པ་ཐར་པ་ཆེན་པོ་ཕྱོགས་སུ་རྒྱས་པ་འགྱོད་ཚངས་ཀྱིས་སྡིག་སྦྱངས་ཏེ་སངས་རྒྱས་སུ་འགྲུབ་པར་རྣམ་པར་བཀོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་སོགས།","phags pa thar pa chen po phyogs su rgyas pa 'gyod tshangs kyis sdig sbyangs te/_sangs rgyas su 'grub par rnam par bkod pa zhes bya ba theg pa chen po'i mdo sogs/",NA,"81 ff., 14 ff., 74 ff., 64 ff.","Block Print",NA,"17.5x5.5","22.5x7.5",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","W1NLM621","I1NLM621","W1NLM621-I1NLM621","1","M0058534","n/a","ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན།","shes rab kyi pha rol tu phyin pa man ngag gi bstan bcos mngon par rtogs pa'i rgyan/","blo ldan shes rab/","159 ff.","Block Print",NA,"16.5x5.5","21x7",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","W1NLM622","I1NLM622","W1NLM622-I1NLM622","1","M0058535","n/a","རྣལ་འབྱོར་རོལ་པའི་དགའ་སྟོན་ལས་བླངས་པའི་དོན་ཚན་དྲུག་པ་བཏུང་བའི་སྣོད་སོགས།","rnal 'byor rol pa'i dga' ston las blangs pa'i don tshan drug pa btung ba'i snod sogs/",NA,"17 ff., 6 ff., 2 ff., 15 ff., 9 ff., 4 ff., 7 ff., 8 ff., 4 ff., 10 ff., 2 ff., 2 ff., 17 ff., 6 ff.","dbu med manuscript",NA,"18.5x6.5","23x9",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","W1NLM623","I1NLM623","W1NLM623-I1NLM623","1","M0058536","n/a","ཐེག་པ་ཆེན་པོ་མདོ་སྡེའི་རྒྱན་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།","theg pa chen po mdo sde'i rgyan zhes bya ba'i tshig le'ur byas pa/","blo ldan shes rab/","141 ff.","Block Print",NA,"17x4.5","22x7",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","W1NLM624","I1NLM624","W1NLM624-I1NLM624","1","M0058537","paper cover","ཨུ་རྒྱན་སློབ་དཔོན་པདྨ་འབྱུང་གནས་ཀྱིས་མཛད་པ་རྫུ་འཕྲུལ་གྱི་འཕུར་ལྟོ་བརྒྱ་རྩ་བ་རྒྱ་ནག་ནས་འབྱུང་པའི་ཚུལ་སོགས།","u rgyan slob dpon pad+ma 'byung gnas kyis mdzad pa rdzu 'phrul gyi 'phur lto brgya rtsa ba rgya nag nas 'byung pa'i tshul sogs/","pad+ma 'byung gnas/","42 ff., 4 ff., 23 ff., 4 ff., 3 ff., 5 ff., 10 ff., 2 ff., 8 ff., 10 ff., 20 ff., 2 ff., 5 ff.,","dbu med manuscript",NA,"18x7","22x8.5",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","W1NLM625","I1NLM625","W1NLM625-I1NLM625","1",NA,"n/a","ཆོས་དང་ཆོས་ཉིད་རྣམ་པར་འབྱེད་པའི་ཚིག་ལེའུར་བྱས་པ་སོགས།","chos dang chos nyid rnam par 'byed pa'i tshig le'ur byas pa sogs/","dge slong seng ge rgyal mtshan/","75 ff., 54 ff.","Block Print",NA,"17x4.5","22x7",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","W1NLM626","I1NLM626","W1NLM626-I1NLM626","1",NA,"n/a","ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་སོགས།","theg pa chen po rgyud bla ma'i bstan bcos sogs/",NA,"66 ff., 13 ff., 20 ff., 47 ff., 135 ff.","Block Print",NA,"19x5.5","26x8.5",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","W1NLM627","I1NLM627","W1NLM627-I1NLM627","1",NA,"n/a","བདེ་གཤེགས་བདུན་གྱི་མཆོད་པའི་མཆོག་སྒྲིགས་ཡིད་བཞིན་དབང་རྒྱལ།","bde gshegs bdun gyi mchod pa'i chog sgrigs yid bzhin dbang rgyal/","ngag dbang blo bzang rgya mtsho/","129 ff.","Block Print",NA,"22x7","26x8.5",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","W1NLM628","I1NLM628","W1NLM628-I1NLM628","1",NA,"n/a","བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་སོགས།","bcom ldan 'das ma shes rab kyi pha rol tu phyin pa'i snying po zhes bya ba theg pa chen po'i mdo sogs/",NA,"3 ff., 16 ff., 6 ff., 2 ff., 5 ff., 7 ff., 2 ff., 15 ff., 6 ff., 5 ff., 5 ff., 3 ff., 3 ff., 5 ff., 2 ff., 5 ff., 2 ff., 7 ff., 6 ff., 15 ff., 3 ff., 3 ff.","Block Print",NA,"32.5x6","35x8.5",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","W1NLM629","I1NLM629","W1NLM629-I1NLM629","1",NA,"n/a","སྐྱེས་བུའི་རྣམ་འབྱེད་གཞོན་ནུའི་མགུལ་རྒྱན་ཞེས་བྱ་བའི་ཞེས་བྱ་བའི་བསྟན་བཅོས་སོགས།","skyes bu'i rnam 'byed gzhon nu'i mgul rgyan zhes bya ba'i zhes bya ba'i bstan bcos sogs/","kun dga' rgyal mtshan/","10 ff., 13 ff., 7 ff., 10 ff., 8 ff., 13 ff., 3 ff.","dbu med manuscript",NA,"24x7","30x8",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","W1NLM630","I1NLM630","W1NLM630-I1NLM630","1",NA,"n/a","ཁྲོ་རྒྱལ་ཁ་མཆུ་ནག་པོའི་བཟློག་བསྒྱུར་སོགས།","khro rgyal kha mchu nag po'i bzlog bsgyur sogs/","dbang phyug rdo rje/","12 ff., 10 ff., 21 ff., 5 ff., 6 ff., 6 ff., 3 ff., 11 ff., 16 ff.","dbu med manuscript",NA,"27x6","32.5x8",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","W1NLM631","I1NLM631","W1NLM631-I1NLM631","1",NA,"n/a","མ་མོའི་བཅོས་ཐབས་སོགས།","ma mo'i bcos thabs sogs/",NA,"7 ff., 5 ff., 7 ff., 2 ff., end folio missing, 3 ff., 7 ff., 13 ff., 12 ff., 8 ff., 3 ff., 2 ff.","dbu med manuscript",NA,"27x5","32.5x6.5",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","W1NLM632","I1NLM632","W1NLM632-I1NLM632","1",NA,"n/a","རྟེན་འབྲེལ་སྙིང་པོའི་གཟུངས་སྔགས་ཀྱི་སྒོ་ནས་ཡུལ་ཁྲུས་སོགས་ཀྱི་ཚུལ་གྱོ་ཆོ་ག་དགེ་ལེགས་ཆར་འབེབས་སོགས།","rten 'brel snying po'i gzungs sngags kyi sgo nas yul khrus sogs bya tshul kyi cho ga dge legs char 'bebs sogs/","dam tshig rdo rje/","17 ff., 17 ff., 11 ff., 5 ff., 8 ff., 14 ff., 11 ff., 4 ff., 2 ff., 8 ff., 5 ff.","dbu med manuscript",NA,"24x6.5","30.5x8.5",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","W1NLM633","I1NLM633","W1NLM633-I1NLM633","1",NA,"n/a","བཅོམ་ལྡན་འདས་ཀུན་རིག་རྣམ་པར་སྣང་མཛད་ཀྱི་སྒོ་ནས་གཤིན་པོ་རྗེས་འཛིན་ལྷོ་སྒོའི་ཆོ་ག་ངག་འདོན་སོགས།","bcom ldan 'das kun rig rnam par snang mdzad kyi sgo nas gshin po rjes 'dzin lho sgo'i cho ga ngag 'don sogs/",NA,"23 ff., 12 ff., 49 ff., 14 ff., 3 ff.","dbu med manuscript",NA,"18x7","21.5x8.5",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","W1NLM634","I1NLM634","W1NLM634-I1NLM634","1",NA,"paper cover","ཕྱིར་བཟློག་པ་ངན་སྔགས་ཀྱི་འཁོར་ལོ་སོགས།","phyir bzlog pa ngan sngags kyi 'khor lo sogs/",NA,"19 ff., 4 ff., 2 ff., 3 ff., 3 ff., 4 ff., 12 ff., 16 ff., 13 ff., 11 ff., 8 ff., 2 ff., 4 ff., 2 ff., 3 ff., 3 ff. end folio missing, 6 ff., 8 ff., 13 ff., 7 ff., 2 ff., 3 ff., 3 ff., 5 ff., 5 ff., 2 ff., 2 ff., 2 ff.","dbu med manuscript",NA,"17.5x5","21.5x7.5",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","W1NLM635","I1NLM635","W1NLM635-I1NLM635","1",NA,"wooden cover","དཔལ་རྡོ་རྗེ་འཇིགས་བྱེད་ཀྱི་བསྐྱེད་རིམ་དམར་ཁྲིད་དངོས་གྲུབ་གཏེར་མཛོད་སོགས།","dpal rdo rje 'jigs byed kyi bskyed rim dmar khrid dngos grub gter mdzod sogs/","grags pa rgyal mtshan/","88 ff., 31 ff.","dbu med manuscript",NA,"29x6","35x8",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","W1NLM636","I1NLM636","W1NLM636-I1NLM636","1",NA,"n/a","རྣམ་དག་ཆོས་སྐུ་མ་སོགས།","rnam dag chos sku ma sogs/","ngag dbang bstan 'dzin/","31 ff., 30 ff., 24 ff., 4 ff., 4 ff., 2 ff., 3 ff., 6 ff., 4 ff., 3 ff., 2 ff., 2 ff., 2 ff., 3 ff., 6 ff.","Block Print",NA,"20x5","23x6.5",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","W1NLM637","I1NLM637","W1NLM637-I1NLM637","1",NA,"paper cover","བསྙུང་བར་གནས་པའི་བླ་རྒྱུད་སོགས།","bsnyung bar gnas pa'i bla rgyud sogs/",NA,"4 ff., 27 ff., 4 ff., 27 ff., 10 ff., 2 ff., 2 ff., 11 ff., 16 ff., 32 ff., 7 ff., 3 ff. end folio missing, 7 ff., 3 ff., 4 ff., 7 ff., 5 ff.","dbu med manuscript",NA,"17x7","22x8.5",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","W1NLM638","I1NLM638","W1NLM638-I1NLM638","1",NA,"n/a","དམ་ཅན་རྡོ་རྗེ་ལེགས་པ་ལ་གསོལ་མཆོད་བསྐང་བཤགས་བསྟོད་བསྐུལ་དང་བཅས་པ་དབྱར་སྐྱེས་སྤྲིན་གྱི་སྒྲ་དབྱངས་ཆོས་སྲུང་འགུགས་པའི་ལྕགས་ཀྱུ་སོགས།","dam can rdo rje legs pa la gsol mchod bskang bshags bstod bskul dang bcas pa dbyar skyes sprin gyi sgra dbyangs chos srung 'gugs pa'i lcags kyu sogs/","rta tshag pa ye shes blo bzang bstan pa'i mgon po/","49 ff., 24 ff., 10 ff., 3 ff., 4 ff., 5 ff., 6 ff., 8 ff. end folio missing, 7 ff., 17 ff., 3 ff., 39 ff.","dbu med manuscript",NA,"19x6.5","22x8.5",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","W1NLM639","I1NLM639","W1NLM639-I1NLM639","1",NA,NA,"སྤྱི་བ་ཐུབ་པའི་བཅོས་ཐབས་ཉེས་པ་ཀུན་སེལ་པའི་སྦོམ་གཏའི་འཁོར་ལོ་ཟབ་མོ་སོགས།","spyi ba thub pa'i bcos thabs nyes pa kun sel pa'i sbom gta'i 'khor lo zab mo sogs/",NA,"19 ff., 38 ff., 33 ff.","dbu med manuscript",NA,"28.5x6","34x8",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","W1NLM640","I1NLM640","W1NLM640-I1NLM640","1",NA,"n/a","ཆོ་ག་ཅིག་པའི་ཉམས་ལེན་བྱ་ཚུལ་རྣམས་ཁྲིག་ཆགས་སུ་བསྡེགས་པ་ཆོས་སྤྱོད་གསལ་བའི་སྒྲོན་མེ་སོགས།","cho ga cig pa'i nyams len bya tshul rnams khrig chags su bsdegs pa chos spyod gsal ba'i sgron me sogs/","dkon mchog bstan pa'i sgron me/","22 ff., 2 ff., 6 ff., 4 ff., 10 ff., 19 ff., 19 ff.","dbu med manuscript",NA,"28x5.5","33x7.5",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","W1NLM641","I1NLM641","W1NLM641-I1NLM641","1",NA,"n/a","མོ་འདྲེ་ཁ་བསྒྱུར་སོགས།","mo 'dre kha bsgyur sogs/",NA,"7 ff., 10 ff., 17 ff., 10 ff., 28 ff. end folio missing,","dbu med manuscript",NA,"20x7","25.5x8",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","W1NLM642","I1NLM642","W1NLM642-I1NLM642","1",NA,"n/a","དགའ་ལྡན་ལྷ་བརྒྱ་མའི་གཞུང་བསྲངས་ཏེ་མདོ་སྔགས་ཆ་ཚང་བར་ཉམས་སུ་ལེན་ཚུལ་དགའ་ལྡན་ཞིང་དུ་བགྲོད་པའི་ནོར་བུའི་ཐེམ་སྐས་སོགས།","dga' ldan lha brgya ma'i gzhung bsrangs te mdo sngags cha tshan bar nyams su len tshul dga' ldan zhing du bgrod pa'i nor bu'i them skas sogs/","mkon mchog bstan pa'i sgron me/","44 ff., 31 ff., 6 ff., 2 ff., 2 ff., 5 ff., 6 ff., 11 ff.","Block Print",NA,"15x5","20x7",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","W1NLM643","I1NLM643","W1NLM643-I1NLM643","1",NA,"n/a","འཕགས་པ་ཐར་པ་ཆེན་པོ་ཕྱོགས་སུ་རྒྱས་པ་འགྱོད་ཚངས་ཀྱིས་སྡིག་སྦྱངས་ཏེ། སངས་རྒྱས་སུ་འགྲུབ་པར་རྣམ་པར་བཀོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་སོགས།","phags pa thar pa chen po phyogs su rgyas pa 'gyod tshangs kyis sdig sbyangs te/_sangs rgyas su 'grub par rnam par bkod pa zhes bya ba theg pa chen po'i mdo sogs/",NA,"64 ff., 61 ff., 56 ff.","Block Print",NA,"23.5x6","30x8",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","W1NLM644","I1NLM644","W1NLM644-I1NLM644","1",NA,"n/a","བྱང་ཆུབ་ལམ་གྱི་རིམ་པའི་དམིགས་སྐོར་མདོར་བསྡུས་པ་བྱིན་རླབས་ཀྱི་གཏེར་མཛོད་སོགས།","byang chub lam gyi rim pa'i dmigs skor mdor bsdus pa byin rlabs kyi gter mdzod sogs/","dkon mchog 'jigs med dbang bo/","48 ff., 18 ff., 77 ff.","Block Print",NA,"22x6","26.5x8.5",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","W1NLM645","I1NLM645","W1NLM645-I1NLM645","1",NA,"leather cover","འཕགས་པ་ཐར་པ་ཆེན་པོ་ཕྱོགས་སུ་རྒྱས་པ་འགྱོད་ཚངས་ཀྱིས་སྡིག་སྦྱངས་ཏེ། སངས་རྒྱས་སུ་འགྲུབ་པར་རྣམ་པར་བཀོད་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ་སོགས།","phags pa thar pa chen po phyogs su rgyas pa 'gyod tshangs kyis sdig sbyangs te/_sangs rgyas su 'grub par rnam par bkod pa zhes bya ba theg pa chen po'i mdo sogs/",NA,"51 ff., 55 ff., 46 ff.","Block Print",NA,"27.5x6","33x8",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","W1NLM646","I1NLM646","W1NLM646-I1NLM646","1",NA,"n/a","འཕགས་པ་གནམ་ས་སྣང་བརྒྱད་ཅེས་བྱ་བའི་མདོ་སོགས།","phags pa gnam sa snang brgyad ces bya ba'i mdo sogs/",NA,"16 ff., 9 ff. end folio missing, 12 ff., 4 ff., 2 ff., 13 ff., 3 ff., 4 ff., 2- 7 ff., 18 ff., 4 ff., 43 ff. end folio missing","dbu med manuscript",NA,"18x7","21.5x8.5",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","W1NLM647","I1NLM647","W1NLM647-I1NLM647","1",NA,"n/a","དཔལ་དུས་ཀྱི་འཁོར་ལོ་བསྡུས་པའི་རྒྱུད་ཀྱི་སྙིང་པོ་སོགས།","dpal dus kyi 'khor lo bsdus pa'i rgyud kyi snying po sogs/",NA,"133 ff., 5 ff., 67 ff.","Block Print",NA,"19.5x5.5","24x7",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","W1NLM648","I1NLM648","W1NLM648-I1NLM648","1",NA,"n/a","འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པ་སོགས།","phags pa shes rab kyi pha rol tu phyin pa yon tan rin po che sdud pa sogs/",NA,"84 ff., 23 ff. end folio missing, 18 ff., 12 ff., 6-18 ff., 3 ff., 5 ff., 5 ff. end folio missing, 2 ff., 4 ff., 3 ff., 4 ff., 6 ff., 6 ff., 2 ff., 5 ff., 4 ff.","dbu med manuscript",NA,"14.5x5","18.5x6",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","W1NLM649","I1NLM649","W1NLM649-I1NLM649","1",NA,"paper cover","ཨྱོན་པདྨ་འབྱུང་གནས་ཀྱིས་མཛད་པའི་བཀའ་ཐང་བསྡུས་པ་སོགས།","a+yon pad+ma 'byung gnas kyis mdzad pa'i bka' thang bsdus pa sogs/",NA,"22 ff., 9 ff., 4 ff., 5 ff., 2 ff., 7 ff., 8 ff., 2 ff., 2 ff., 3 ff., 5 ff., 4 ff., 2 ff., 3 ff., 2 ff., 1 ff., 5 ff., 4 ff., 5 ff., 5 ff., 6 ff., 2 ff., 2 ff., 3 ff., 5 ff., 2 ff., 7 ff., 1 ff., 2 ff.","dbu med manuscript",NA,"15.5x5","21x7",NA,NA,"tsagaanaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","W1NLM650","I1NLM650","W1NLM650-I1NLM650","1",NA,"n/a","རྡོ་རྗེ་ཐེག་པའི་ལམ་གྱི་ཡན་ལག་མི་འབྲལ་བ་དང་བསྟེན་པར་བྱ་བའི་དམ་ཚིག་གི་རྫས་མེད་དུ་མི་རུང་བ་དག་གི་མཚན་ཉིད་དང་ཇི་ལྟར་བཅང་བའི་ཚུལ་ལ་སོགས་པ་རྣམ་པར་བཤད་པ་རྣལ་འབྱོར་རལ་བའི་དགའ་སྟོན།","rdo rje theg pa'i lam gyi yan lag mi 'bral ba dang bsten par bya ba'i dam tshig gi rdzas med du mi rung ba dag gi mtshan nyid dang ji ltar bcang ba'i tshul la sogs pa rnam par bshad pa rnal 'byor ral ba'i dga' ston/","dge legs dpal bzang/","129 ff.","dbu med manuscript",NA,"22x6","26x8",NA,NA,"Zulaa","02/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","W1NLM651","I1NLM651","W1NLM651-I1NLM651","1",NA,"n/a","དཔལ་གསང་བ་འདུས་པའི་རྩ་རྒྱུད་རྒྱུད་ཕྱི་མ་དང་བཅས་པ།","dpal gsang ba 'dus pa'i rtsa rgyud rgyud phyi ma dang bcas pa/",NA,"322 ff.","Block Print",NA,"13.5x4.5","21x7",NA,NA,"tsagaanaa","03/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","W1NLM652","I1NLM652","W1NLM652-I1NLM652","1",NA,"n/a","བླ་མ་མཆོད་པའི་ཆོ་ག་སོགས།","bla ma mchod pa'i cho ga sogs/","blo bzang chos kyi rgyal mtshan/","19 ff., 11 ff., 3 ff., 6 ff., 3 ff., 8 ff., 15 ff., 26 ff., 4 ff., 2 ff., 2 ff., 19 ff., 8 ff.","Block Print",NA,"18x6.5","21.5x8.5",NA,NA,"Zulaa","03/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","W1NLM653","I1NLM653","W1NLM653-I1NLM653","1",NA,"skin cover","སྦྱིན་སྲེག་མེ་ལྕེའི་འཁོར་ལོ་སོགས།","sbyin sreg me lce'i 'khor lo sogs/","dpal ldan de mo no mon han","7 ff., 3 ff., 8 ff., 19 ff., 9 ff., 1 ff., 5 ff., 3 ff., 4 ff., 2 ff., 14 ff., 18 ff., 5 ff., 4 ff., 1 ff., 4 ff., 1 ff., 2 ff., 10 ff. end folio missing, 1 ff., 2 ff., 2 ff., 4 ff., 8 ff.","dbu med manuscript",NA,"17x6.5","22x8.5",NA,NA,"tsagaanaa","03/10/2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
